"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
h_bac_candida_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12d4. Specify type of Candida:",,,,,,,[h_bac_path1_24]='8',,,,,,
h_bac_bacteria_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12d5. Specify other bacteria:",,,,,,,[h_bac_path1_24]='22',,,,,,
h_bac_fungi_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12d6. Specify other fungi:",,,,,,,[h_bac_path1_24]='23',,,,,,
h_bac_path2_24,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"A12e. If more than 1 organism identified, specify Pathogen 2:","1, S. aureus |2, S. pyogenes (GAS)|3, S. pneumoniae|4, H. influenzae| 5, Neisseria meningitidis |6, Aspergillus niger|7, Candida | 8, Aspergillus fumigatus| 9, Coccidioides|10, Cryptococcus neoformans|11, Mycobacterium tuberculosis (Mtb)|12, Aspergillus flavus|13, Histoplasma|14, Blastomyces|15, Pneumocystis jirovecii|16, Mucorales|17, Group A Strep (group A beta-hemolytic streptococcus)|18, Gonorrhea|19, Chlamydia|20, Trichomonas|21, Other bacteria|22, Other fungi | 88, Unknown",,,,,,"[h_bac_num]>23 AND [h_bac_path1_24]<>'1' AND [h_bac_path1_24]<>""""",,,,,,
h_bac_saureus2_24,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"A12e1_spec. Specify type of S. aureus","1, Methicillin resistant S. aureus | 2, Methicillin sensitive S. aureus | 88, Unknown S. aureus",,,,,,[h_bac_path2_24]='1',,,,,,
h_bac_hifb2_24,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"A12e2_spec. Specify type of H. influenzae type B","1, Yes | 0, No | 88, Unknown H. Influenza",,,,,,[h_bac_path2_24]='4',,,,,,
h_bac_meningitis2_24,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"A12e3_spec. Specify type of meningitis:","1, B | 2, C | 3, Y | 4, Other, specify |88, Unknown meningitis",,,,,,[h_bac_path2_24]='5',,,,,,
h_bac_minigitis_spec2_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12e3i. Specify other type of meningitis:",,,,,,,[h_bac_meningitis2_24]='4',,,,,,
h_bac_candida2_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12e4. Specify type of Candida:",,,,,,,[h_bac_path2_24]='7',,,,,,
h_bac_bacteria2_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12e5. Specify other bacteria:",,,,,,,[h_bac_path2_24]='21',,,,,,
h_bac_fungi2_24,acute_respiratory_or_febrile_illness_hospitalizati,,text,"A12e6. Specify other fungi:",,,,,,,[h_bac_path2_24]='22',,,,,,
h_icu,acute_respiratory_or_febrile_illness_hospitalizati,"
<div style=""font-size: 1.5em"">B. Information on Hospitalization</div>
<hr></hr><div style=""font-size: 1.25em"">Severity of Illness</div>
At any time during the medical encounter, did the patient require or have:
",radio,"B1. Admission to intensive care unit","1, Yes | 0, No",,,,,,[h_verify_info]='1',,,,,,
h_icu_dt,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B1a. Date first admitted to ICU",,"MMDDYYYY FORMAT",date_mdy,,,,[h_icu]='1',,,,,,
h_icu_days,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B1b. Total days spent in ICU:

[NOTE: ADD UP ALL DAYS SPENT IN THE ICU IF PATIENT HAD MULTIPLE ADMISSIONS TO THE ICU WITHIN THE SAME HOSPITALIZATION]",,,number,0,,,[h_icu]='1',,,,,,
h_vent,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"B2. Ventilatory support (including invasive and/or non-invasive ventilation)?","1, Yes | 0, No",,,,,,[h_verify_info]='1',,,,,,
h_vent_spec,acute_respiratory_or_febrile_illness_hospitalizati,,checkbox,"B2a. If yes, specify type (check all that apply):","1, Invasive | 2, Noninvasive",,,,,,[h_vent]='1',,,,,,
h_vent_noninv,acute_respiratory_or_febrile_illness_hospitalizati,,checkbox,"B2b. Type of noninvasive ventilatory support","1, BIPAP | 2, CPAP | 3, Other","CHECK ALL THAT APPLY",,,,,[h_vent_spec(2)]='1',,,,,,
h_ecmo,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"B3. ECMO","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,,,
h_acdial,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"B4. Acute renal dialysis?","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,,,
h_enceph,acute_respiratory_or_febrile_illness_hospitalizati,"B5. Diagnosed with any of the following complications?",radio,"Acute encephalopathy/encephalitis","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_ards,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"Acute respiratory distress syndrome","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_dvt,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"Deep vein thrombosus","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_in_coap,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"Disseminated intravascular coagulopathy","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_pneumonia,acute_respiratory_or_febrile_illness_hospitalizati,,radio,Pneumonia,"1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_pulm_emo,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"Pulmonary emobolus","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_sepsis,acute_respiratory_or_febrile_illness_hospitalizati,,radio,Sepsis,"1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_stroke,acute_respiratory_or_febrile_illness_hospitalizati,,radio,"Stroke (CVA)","1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_seizures,acute_respiratory_or_febrile_illness_hospitalizati,,radio,Seizures,"1, Yes| 0, No",,,,,,[h_verify_info]='1',,,,h_comps,,
h_discharge,acute_respiratory_or_febrile_illness_hospitalizati,"
<div style=""font-size: 1.25em"">Patient Discharge</div>
",radio,"B6. Discharged to:","1, Home | 2, Rehabilitation facility | 3, Another Hospital | 4, Other | 5, Died while hospitalized | 77, Data not available",,,,,,[h_verify_info]='1',,,,,,
h_discharge_hosp,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B6a_spec. Specify other hospital:",,,,,,,[h_discharge]='3',,,,,,
h_discharge_spec,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B6b_spec. Other discharge, specify:",,,,,,,[h_discharge]='4',,,,,,
h_discharge_dt,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B7. Hospital discharge date:

[Note to abstracter:  Please enter death date as discharge date if patient died]",,"MMDDYYYY FORMAT",date_mdy,,,,"[h_discharge]<>'77' AND [h_discharge]<>""""",,,,,,
h_icd_diag,acute_respiratory_or_febrile_illness_hospitalizati,,text,"B8. Primary [ICD-9/ICD-10] discharge diagnosis:",,,,,,,[h_verify_info]='1',,,,,,
h_icd1,acute_respiratory_or_febrile_illness_hospitalizati,"B9. List all additional discharge diagnoses ([ICD-9/ICD-10] code) <u>in order of appearance</u>:",text,"a. Additional ICD Code 1",,,,,,,"[h_icd_diag]<>""""",,,,,,
h_icd2,acute_respiratory_or_febrile_illness_hospitalizati,,text,"b. Additional ICD Code 2",,,,,,,"[h_icd1]<>""""",,,,,,
h_icd3,acute_respiratory_or_febrile_illness_hospitalizati,,text,"c. Additional ICD Code 3",,,,,,,"[h_icd2]<>""""",,,,,,
h_icd4,acute_respiratory_or_febrile_illness_hospitalizati,,text,"d. Additional ICD Code 4",,,,,,,"[h_icd3]<>""""",,,,,,
h_icd5,acute_respiratory_or_febrile_illness_hospitalizati,,text,"e. Additional ICD Code 5",,,,,,,"[h_icd4]<>""""",,,,,,
h_icd6,acute_respiratory_or_febrile_illness_hospitalizati,,text,"f. Additional ICD Code 6",,,,,,,"[h_icd5]<>""""",,,,,,
h_icd7,acute_respiratory_or_febrile_illness_hospitalizati,,text,"g. Additional ICD Code 7",,,,,,,"[h_icd6]<>""""",,,,,,
h_icd8,acute_respiratory_or_febrile_illness_hospitalizati,,text,"h. Additional ICD Code 8",,,,,,,"[h_icd7]<>""""",,,,,,
h_icd9,acute_respiratory_or_febrile_illness_hospitalizati,,text,"i. Additional ICD Code 9",,,,,,,"[h_icd8]<>""""",,,,,,
h_died,acute_respiratory_or_febrile_illness_hospitalizati,"
",radio,"B10. Did the patient die during this hospitalization?","1, Yes (Discharge date should match date of death) | 0, No",,,,,,[h_verify_info]='1',,,,,,
h_died_error,acute_respiratory_or_febrile_illness_hospitalizati,,descriptive,"
<div style=""font-size: 1.25em"">Confirm if patient died during hospitalization. Answers in B6 and B10 do not match.</div>
",,,,,,,"([h_died]='1' and [h_discharge]<>'5') or ([h_discharge]='5' and [h_died]='0')",,,,,,
h_closing,acute_respiratory_or_febrile_illness_hospitalizati,"
<div style=""font-size: 1.5em"">C. Closing Administration</div>

",descriptive,"
<div style=""font-size: 1.25em"">The form is now complete. Mark the form as ""complete"" then save record.</div>

",,,,,,,"[h_died]<>""""",,,,,,
h_closing_dead,acute_respiratory_or_febrile_illness_hospitalizati,,descriptive,"
<div style=""font-size: 1.25em"">Be sure to complete the Death Form upon learning of the participant's death.</div>

",,,,,,,[h_died]='1',,,,,,
studyid_death,death_form,"Entry Log",descriptive,"Study ID: [study_id]",,,,,,,,,,,,,
d_staff,death_form,,text,"Study staff initials/code: ",,,,,,,,,,,,,
d_date,death_form,,text,"Date of death form:",,,date_mdy,,,,,,,,,,
d_who,death_form,,radio,"Form completed for:","1, Mother | 2, Infant (only complete for infant deaths that occur after a live birth)",,,,,,,,,,,,
d_death_date,death_form,,text,"A1. Date of death: ",,,date_mdy,,,,,,,,,,
d_death_time,death_form,,text,"A2. Time of death: (24 hour clock)",,,time,00:00,23:59,,,,,,,,
d_location,death_form,,radio,"A3. Where did the deceased die?","1, Clinic or health center | 2, Emergency room | 3, Other outpatient facility | 4, Study hospital | 5, Other hospital | 6, Other inpatient facility | 7, Other | 8, Home/Community | 9, Not recorded",,,,,,,,,,,,
d_location_spec,death_form,,text,"A3_spec: 'Other' Specify:",,,,,,,"[d_location] = '7'",,,,,,
d_location_facil,death_form,,text,"A3a. Specify Facility Name:",,,,,,,"[d_location] = '1' or [d_location] = '2' or [d_location] = '3' or [d_location] = '5' or [d_location] = '6'",,,,,,
d_hospital,death_form,,radio,"A3b. Specify study hospital:","1, Columbia University Irving Medical Center | 2, University of Alabama at Birmingham | 3, University of Utah",,,,,,"[d_location] = '4'",,,,,,
d_cod,death_form,,descriptive,"A4. Cause of death 

Enter the chain of events-diseases, injuries, or complications-that directly caused the death. DO NOT record terminal events such as cardiac arrest, respiratory arrest, or shock without showing the underlying causes. Do not abbreviate. ",,,,,,,,,,,,,
d_immediate_cause,death_form,,text,"IMMEDIATE CAUSE  (Final disease or condition resulting in death)

(Due to or as a consequence of:)
A4a. ",,,,,,,,,,,,,
a4a_prompt,death_form,,descriptive,"Sequentially list conditions, if any, leading to immediate cause listed on line A4a. Enter UNDERLYING CAUSE (disease or injury that initiated events leading to death) LAST. ",,,,,,,,,,,,,
d_leading_cause1,death_form,,text,"(Due to or as a consequence of:)
A4b.",,,,,,,,,,,,,
d_leading_cause2,death_form,,text,"(Due to or as a consequence of:)
A4c.",,,,,,,,,,,,,
d_leading_cause3,death_form,,text,"(Due to or as a consequence of:)
A4d.",,,,,,,,,,,,,
d_contributors,death_form,,text,"A5. List any other significant conditions contributing to death but not resulting in the underlying cause given above: ",,,,,,,,,,,,,
d_autopsy,death_form,,radio,"A6. Was an autopsy performed?","1, Yes | 0, No | 3, Not recorded",,,,,,,,,,,,
d_autopsy_avail,death_form,,radio,"A6a. Were autopsy results available prior to completion of Cause of Death?","1, Yes | 0, No | 3, Not recorded",,,,,,"[d_autopsy] = '1'",,,,,,
d_pronounced,death_form,,radio,"A7. Was the person who pronounced the death a:","1, Physician | 2, Midwife | 3, Other | 88, Unknown | 99, Decline to respond",,,,,,,,,,,,
d_pronounced_spec,death_form,,text,"A7_spec. Other, specify: ",,,,,,,"[d_pronounced] = '3'",,,,,,
d_referred,death_form,,radio,"A8. Was case referred to medical examiner/coroner?","1, Yes | 0, No | 3, Not recorded",,,,,,,,,,,,
d_certified,death_form,,radio,"A9. Was the person who certified the death record a:","1, Certifying physician (person who certified cause of death when another physician pronounced cause of death) | 2, Pronouncing and certifying physician (person who both pronounced and certified cause of death listed above) | 3, Medical examiner/coroner (another person who conducted an investigation or examination to determine cause of death) | 4, Not recorded",,,,,,,,,,,,
end_death,death_form,,descriptive,"[Note: Please remove this contact from any subsequent follow-up appointments or reminders and fill out Withdrawal Form upon learning of the deceased's death.]

Mark form ""complete"" and save record.",,,,,,,,,,,,,
endofform_death,death_form,,descriptive,"END OF FORM",,,,,,,,,,,,,
ep_openingtext,end_of_pregnancy_chart_abstraction_form,"<div style=""font-size: 1.5em"">End Of Pregnancy Chart Abstraction/Extraction</div><hr></hr>
",descriptive,"To be completed at end of pregnancy (i.e. live birth, miscarriage, stillbirth, elective termination) and to include information on prenatal care visits, prenatal care screening tests including ultrasound results, pregnancy complications and diagnoses (including verification of whether woman was hospitalized during her pregnancy prior to delivery hospitalization), and delivery outcomes. 

[Note: If the delivery hospitalization includes an ARFI discharge diagnosis code, an Acute Respiratory or Febrile Illness Hospitalization Chart Abstraction/Extraction form should be completed for the delivery hospitalization in addition to this Chart Abstraction/Extraction form .]

[Note: All information in this form will be extracted from the medical record. There are no questionnaire questions in this form.]

[Note: All dates recorded as mm/dd/yyyy. All times recorded as xx:xx in 24 hour format]

[Note: The data elements listed below will be collected through a combination of both EMR extraction & EMR abstraction]

",,,,,,,,,,,,,
ep_verify_info,end_of_pregnancy_chart_abstraction_form,,descriptive,"Note to Reviewer: The following information is pre-populated from the enrollment questionnaire and is presented to ensure the abstracter is reviewing the appropriate chart. This information includes identifiable information, which remains viewable only at the study site and is not part of the data set shared beyond the study site. The abstracter completes two actions when the form is opened:
• Verify that the medical chart matches the target patient;
• Record the abstracter's initials and date.
This confirmation is repeated each time the form is opened. 
",,,,,,,,,,,,,
ep_studyid,end_of_pregnancy_chart_abstraction_form,"<div style=""font-size: 1.5em"">Administrative Information</div><hr></hr>
",text,"Study ID: [study_id]",,,,,,,,,,,,,
ep_date,end_of_pregnancy_chart_abstraction_form,,text,"1. Date of Prenatal Course and Delivery Outcomes Chart Abstraction",,mm/dd/yyyy,date_mdy,,,,,y,,,,,
ep_interviewer,end_of_pregnancy_chart_abstraction_form,,text,"2. Study Staff/Abstractor initials/code:",,,,,,,,y,,,,,
ep_insurance,end_of_pregnancy_chart_abstraction_form,,radio,"3. Insurance type:","1, Private Insurer | 2, Medicaid | 3, Military/Uniformed Service insurer| 4, Other",,,,,,,,,,,,
ep_insurance_other,end_of_pregnancy_chart_abstraction_form,,text,"3_spec. Other health insurance, specify:",,,,,,,[ep_insurance]='4',,,,,,
ep_prental,end_of_pregnancy_chart_abstraction_form,"<div style=""font-size: 1.5em"">A. Patient History and Past Medical History</div><hr></hr>
",descriptive,"Prenatal History",,,,,,,,,,,,,
ep_prenatal_mult,end_of_pregnancy_chart_abstraction_form,,radio,"A1. Are multiple prenatal visits listed?","1, Yes | 0, No | 77, Not recorded",,,,,,,,,,,,
ep_prenatal_num,end_of_pregnancy_chart_abstraction_form,,text,"A1_spec. Specify total number of prenatal visits:",,"Range 2-20",number,2,20,,[ep_prenatal_mult]='1',,,,,,
ep_dateus,end_of_pregnancy_chart_abstraction_form,,text,"A2. Date of earliest prenatal ultrasound:  ",,mm/dd/yyyy,date_mdy,,,,,,,,,,
ep_gestage,end_of_pregnancy_chart_abstraction_form,,descriptive,"Gestational age according to ultrasound  [Enter/Extract the exact gestational age in weeks and days. Do not round the gestational age.]",,,,,,,,,,,,,
ep_gest_wks,end_of_pregnancy_chart_abstraction_form,,text,"A2a. Gestational age in weeks: ",,,number,0,40,,,,,,,,
ep_gest_days,end_of_pregnancy_chart_abstraction_form,,text,"A2b. Gestational age in days:",,,number,0,300,,,,,,,,
ep_hiv,end_of_pregnancy_chart_abstraction_form,,radio,"A3. Does the participant have HIV infection?","1, Yes | 0, No | 77, Not recorded",,,,,,,,,,,,
ep_hiv_cd4s,end_of_pregnancy_chart_abstraction_form,,descriptive,"A3A. List all CD4 counts recorded during pregnancy:",,,,,,,[ep_hiv]='1',,,,,,
ep_cd4_1,end_of_pregnancy_chart_abstraction_form,,text,"a. CD4 count #1:",,,number,,,,[ep_hiv]='1',,,,,,
ep_cd4_1_dt,end_of_pregnancy_chart_abstraction_form,,text,"b. CD4 count #1 date:",,mm/dd/yyyy,date_mdy,,,,[ep_hiv]='1',,,,,,
ep_cd4_2,end_of_pregnancy_chart_abstraction_form,,text,"c. CD4 count #2:",,,number,,,,"[ep_cd4_1]<>""""",,,,,,
ep_cd4_2_dt,end_of_pregnancy_chart_abstraction_form,,text,"d. CD4 count #2 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_cd4_1]<>""""",,,,,,
ep_cd4_3,end_of_pregnancy_chart_abstraction_form,,text,"e. CD4 count #3:",,,number,,,,"[ep_cd4_2]<>""""",,,,,,
ep_cd4_3_dt,end_of_pregnancy_chart_abstraction_form,,text,"f. CD4 count #3 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_cd4_2]<>""""",,,,,,
ep_cd4_4,end_of_pregnancy_chart_abstraction_form,,text,"g. CD4 count #4:",,,number,,,,"[ep_cd4_3]<>""""",,,,,,
ep_cd4_4_dt,end_of_pregnancy_chart_abstraction_form,,text,"h. CD4 count #4 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_cd4_3]<>""""",,,,,,
ep_hiv_vl,end_of_pregnancy_chart_abstraction_form,,descriptive,"List all viral loads recorded during pregnancy:",,,,,,,[ep_hiv]='1',,,,,,
ep_viral1,end_of_pregnancy_chart_abstraction_form,,text,"a. Viral load #1:",,,number,,,,[ep_hiv]='1',,,,,,
ep_viral1_dt,end_of_pregnancy_chart_abstraction_form,,text,"b. Viral load #1 date:",,mm/dd/yyyy,date_mdy,,,,[ep_hiv]='1',,,,,,
ep_viral2,end_of_pregnancy_chart_abstraction_form,,text,"c. Viral load #2:",,,number,,,,"[ep_viral1]<>""""",,,,,,
ep_viral2_dt,end_of_pregnancy_chart_abstraction_form,,text,"d. Viral load #2 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_viral1]<>""""",,,,,,
ep_viral3,end_of_pregnancy_chart_abstraction_form,,text,"e Viral load #3:",,,number,,,,"[ep_viral2]<>""""",,,,,,
ep_viral3_dt,end_of_pregnancy_chart_abstraction_form,,text,"f. Viral load #3 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_viral2]<>""""",,,,,,
ep_viral4,end_of_pregnancy_chart_abstraction_form,,text,"g. Viral load #4:",,,number,,,,"[ep_viral3]<>""""",,,,,,
ep_viral4_dt,end_of_pregnancy_chart_abstraction_form,,text,"h. Viral load #4 date:",,mm/dd/yyyy,date_mdy,,,,"[ep_viral3]<>""""",,,,,,
ep_art,end_of_pregnancy_chart_abstraction_form,,radio,"A4. Did the patient receive antiretroviral therapy during pregnancy?","1, Yes | 0, No | 77, Not recorded",,,,,,[ep_hiv]='1',,,,,,
ep_art_start_dt,end_of_pregnancy_chart_abstraction_form,,text,"A4a. Start date of antiretroviral therapy:",,mm/dd/yyyy,date_mdy,,,,"[ep_art]='1' AND [ep_art_start_dt_nr]=""""",,,,,,
ep_art_start_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A4a_nr. Start date of antiretroviral therapy not recorded","77, Not recorded",,,,,,"[ep_art]='1' AND [ep_art_start_dt]=""""",,,,,,
ep_art_ongoing,end_of_pregnancy_chart_abstraction_form,,radio,"A4b. Is this therapy ongoing?","1, Yes | 0, No | 77, Not recorded",,,,,,"[ep_art]='1' AND [ep_art_end_dt]=""""",,,,,,
ep_art_end_dt,end_of_pregnancy_chart_abstraction_form,,text,"A4c. End date of antiretroviral therapy:",,mm/dd/yyyy,date_mdy,,,,"[ep_art_ongoing]='0' AND [ep_art_end_dt_nr]=""""",,,,,,
ep_art_end_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A4c_nr. End date of antiretroviral therapy not recorded","77, Not recorded",,,,,,"[ep_art_ongoing]='0' AND [ep_art_end_dt]=""""",,,,,,
ep_acuteills,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","1, Heavy uterine bleeding | 2, Anemia | 3, Polyhydramnios | 4, Oligohydramnios | 5, Encephalopathy | 6, Gestational hypertension | 7, Preeclampsia | 8, Eclampsia | 9, Placenta previa | 10, Incompetent cervix/cervical insufficiency | 11, Urinary tract infection | 12, Gestational diabetes | 14, Morning sickness/hyperemesis gravidarum/excessive vomiting | 15, Hepatitis A | 16, Thyroid dysfunction | 17, Drug dependence | 18, Reproductive tract or sexually transmitted infection | 19, Respiratory infection | 20, Mental Health Condition | 21, Worsening of a chronic medical condition | 22, Guillan-Barre Syndrome | 23, New onset seizures (not diagnosed prior to pregnancy) | 24, Other acute illness or pregnancy complication 1 (enter only 1 per checkbox) | 25, Other acute illness or pregnancy complication 2 (enter only 1 per checkbox) | 26, Other acute illness or pregnancy complication 3 (enter only 1 per checkbox) | 27, Other acute illness or pregnancy complication 4 (enter only 1 per checkbox) | 28, Other acute illness or pregnancy complication 5 (enter only 1 per checkbox) | 29, Other acute illness or pregnancy complication 6 (enter only 1 per checkbox) | 30, Other acute illness or pregnancy complication 7 (enter only 1 per checkbox) | 31, Other acute illness or pregnancy complication 8 (enter only 1 per checkbox) | 32, Other acute illness or pregnancy complication 9 (enter only 1 per checkbox) | 33, Other acute illness or pregnancy complication 10 (enter only 1 per checkbox) | 77, None recorded","CHECK ALL THAT APPLY",,,,,,,,,,," @HIDDEN  Original question - keep for reference"
ep_acuteills_embed,end_of_pregnancy_chart_abstraction_form,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 101.875%; border-style: hidden; height: 50px;"" border=""1""> <tbody> <tr style=""height: 193px;""> <td style=""width: 52.1386%; height: 50px; border-style: hidden;"">A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:</td> <td style=""width: 45.7548%; height: 50px;"">{ep_acuteills_none}{ep_acuteills_2}{ep_sti_2}{ep_sti_spec_2}{ep_acuteills_4}{ep_resp_2}{ep_resp_spec_2}{ep_acuteills_5}{ep_mental_2}{ep_mental_spec_2}{ep_acuteills_3}{ep_otherchron_2}{ep_acuteills_6}{ep_otherai6}{ep_acuteills_7}{ep_otherai7}{ep_acuteills_8}{ep_otherai8}{ep_acuteills_9}{ep_otherai9}{ep_acuteills_10}{ep_otherai10}{ep_acuteills_11}{ep_otherai11}{ep_acuteills_12}{ep_otherai12}{ep_acuteills_13}{ep_otherai13}{ep_acuteills_14}{ep_otherai14}{ep_acuteills_15}{ep_otherai15}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
ep_acuteills_none,end_of_pregnancy_chart_abstraction_form,,radio,,"0, <b>None recorded</b>",,,,,,,,,,,,
ep_acuteills_2,end_of_pregnancy_chart_abstraction_form,,checkbox,"<div class=""rich-text-field-label""><p>A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy.</u> Check all that apply:</p></div>","1, <b>Heavy uterine bleeding</b> | 2, <b>Anemia</b> | 3, <b>Polyhydramnios</b> | 4, <b>Oligohydramnios</b> | 5, <b>Encephalopathy</b> | 6, <b>Gestational hypertension</b> | 7, <b>Preeclampsia</b> | 8, <b>Eclampsia</b> | 9, <b>Placenta previa</b> | 10, <b>Incompetent cervix/cervical insufficiency</b> | 11, <b>Urinary tract infection</b> | 12, <b>Gestational diabetes</b> | 14, <b>Morning sickness/hyperemesis gravidarum/excessive vomiting</b> | 15, <b>Hepatitis A</b> | 16, <b>Thyroid dysfunction</b> | 17, <b>Drug dependence</b> | 18, <b>Reproductive tract or sexually transmitted infection</b>","CHECK ALL THAT APPLY",,,,,[ep_acuteills_none]='',,,,,," @NONEOFTHEABOVE='0'"
ep_sti_2,end_of_pregnancy_chart_abstraction_form,,checkbox,"<div class=""rich-text-field-label""><p>A5_spec1. Specify type of reproductive tract or sexually transmitted infection:</p></div>","1, Bacterial infection | 2, Yeast infection | 3, Chlamydia infection | 4, Gonorrhea infection | 5, Trichomonas | 6, Herpes | 7, Syphilis or positive VDRL or RPR | 8, Other","CHECK ALL THAT APPLY",,,,,[ep_acuteills_2(18)]='1',,,,,," @HIDECHOICE='9'"
ep_sti_spec_2,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec2. Other reproductive tract or sexually transmitted infection, specify:",,,,,,,[ep_sti_2(8)]='1',,,,,,
ep_acuteills_4,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","20, <b> Respiratory infection</b>","CHECK ALL THAT APPLY",,,,,[ep_acuteills_none]='',,,,,,
ep_resp_2,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5_spec3. Specify type of respiratory infection:","1, Cold or flu | 2, Pneumonia | 3, Bronchitis | 4, Sinus infection | 5, Ear infection | 6, Strep throat | 7, Other","CHECK ALL THAT APPLY",,,,,[ep_acuteills_4(20)]='1',,,,,,
ep_resp_spec_2,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec4. Other respiratory infection, specify:",,,,,,,[ep_resp_2(7)]='1',,,,,,
ep_acuteills_5,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","21, <b>Mental Health Condition</b>","CHECK ALL THAT APPLY",,,,,[ep_acuteills_none]='',,,,,,
ep_mental_2,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5_spec5. Specify type of mental health condition:","1, Depression | 2, Anxiety disorder | 3, Bipolar disorder | 4, Other","CHECK ALL THAT APPLY",,,,,[ep_acuteills_5(21)]='1',,,,,,
ep_mental_spec_2,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec6. Other mental health condition, specify:",,,,,,,[ep_mental_2(4)]='1',,,,,,
ep_acuteills_3,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","22, <b>Worsening of a chronic medical condition</b>","CHECK ALL THAT APPLY",,,,,[ep_acuteills_none]='',,,,,,
ep_otherchron_2,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec7. Worsening chronic medical condition, specify:",,,,,,,[ep_acuteills_3(22)]='1',,,,,,
ep_acuteills_6,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","23, <b>Guillan-Barre Syndrome</b> | 24, <b>New onset seizures (not diagnosed prior to pregnancy)</b> | 25, <b>Other acute illness or pregnancy complication 1 (enter only 1 per checkbox)</b>","CHECK ALL THAT APPLY",,,,,[ep_acuteills_none]='',,,,,,
ep_otherai6,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec8. Other acute illness or pregnancy complication 1, specify:",,,,,,,[ep_acuteills_6(25)]='1',,,,,,
